,pH,pH,Total Dissolved Solids (mg/L),Total Dissolved Solids (mg/L),Temperature,Temperature,Turbidity (NTU),Turbidity (NTU),Chloride (mg/L),Chloride (mg/L),Electrical Conductivity (µS/cm) at 25°C),Electrical Conductivity (µS/cm) at 25°C),Fluoride (mg/L),Fluoride (mg/L),Sodium (mg/L),Sodium (mg/L)
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
District Name,,,,,,,,,,,,,,,,
Sangli,7.573571428571428,0.22684983262247832,183.07142857142858,88.19378014997916,23.485714285714288,2.1643088513964015,39.46964285714286,23.10790845578756,42.56,18.564213482456566,250.74428571428572,104.69930819498254,0.07728571428571429,0.02942014570910507,31.103571428571428,14.18093352573714
Saran,8.214324324324325,0.3981522638705264,192.27027027027026,42.34950389887089,25.024324324324322,5.446324214316246,57.935135135135134,120.25191201117072,14.483783783783784,8.691508739808882,297.43243243243245,62.201527553831276,0.17702702702702702,0.04047391923372553,14.924324324324326,14.631733880040885
Satara,7.554545454545455,0.2835278966553698,138.4727272727273,93.4627575318348,22.675757575757576,1.4866132447257205,25.847878787878788,18.96219326673074,25.349393939393938,14.360361664011537,195.25121212121212,126.83217737323147,0.06090909090909091,0.025045413298101657,17.078787878787878,10.307271631467197
Satna,7.936825396825396,0.24921053022867296,379.44444444444446,139.26185335289472,23.047619047619047,4.636560778479512,4.535396825396826,2.952904434290801,41.29825396825397,17.399961025140126,582.5079365079365,217.69628688402722,0.40423809523809523,0.27080511468258645,30.09174603174603,14.48579410226342
Sawai Madhopur,8.38641304347826,0.36097116113154687,404.7173913043478,133.4839436438044,26.403260869565216,4.920320079978638,63.68902173913044,147.5414034723573,73.42239130434783,35.086076145299714,641.6614130434782,211.04847824731837,0.41608695652173916,0.22507608736319218,57.405869565217394,26.981146415097143
Seoni,8.316923076923077,0.15353526280003915,196.43076923076922,30.57085716319233,17.923076923076923,2.0599975105785315,1.7453846153846155,2.1003952619472024,11.256153846153847,0.7228939348380509,381.4230769230769,74.64762949848837,0.26615384615384613,0.09996153106224258,13.926923076923078,4.41979144420372
Sepahijala,7.235714285714286,0.5933829258609459,91.90714285714286,31.136435848738973,27.25,2.7789732470270927,111.25,220.45745708552337,10.914285714285715,11.793252121632761,141.5142857142857,46.856964955438215,0.10785714285714286,0.04227721179740496,10.71642857142857,7.732513380965673
Shamli,7.982153846153847,0.4181674765707378,215.83076923076922,56.86320460949715,24.027692307692305,5.451562496555109,155.47307692307692,208.75639145097955,19.497230769230768,15.579833470276204,342.46923076923076,90.3051111563545,0.33861538461538465,0.12350198534685741,15.755384615384614,13.087086917659889
Shivpuri,7.936333333333334,0.17159461717570906,298.2,117.43388455373226,25.333333333333332,4.163331998932267,40.8,94.60640788970429,24.188,9.655059206232867,452.1,175.4095404946713,0.25833333333333336,0.07865609708849912,35.20433333333333,18.93288157446308
Sidhi,8.225254237288135,0.2602343501684547,151.5084745762712,41.39397460790472,24.661016949152543,4.879973747426296,8.796271186440679,8.556066188082298,17.217966101694916,3.39814999347313,234.32203389830508,60.113238165053865,0.2577118644067797,0.16111326609556803,11.955084745762711,17.18311574782173
Simdega,6.9094444444444445,0.28955669869821055,59.364444444444445,9.934779135843304,21.68462962962963,6.416284916085674,17.29259259259259,23.521470335345704,20.71388888888889,8.188703313082332,97.59203703703704,15.60687141597665,0.22648148148148148,0.05975286864219447,7.273888888888889,2.079583064768138
Sirmaur,8.14456603773585,0.44283682222114595,222.9011320754717,65.98149318295961,15.558867924528304,5.526561777198097,85.0217358490566,166.43373381703145,15.389358490566037,13.089029351316855,353.5082264150944,105.19600295340493,0.18147169811320757,0.07567189036507328,11.945584905660377,10.830094177928538
Sirohi,8.113,0.39121517141443674,530.0333333333333,286.8197178973452,20.033333333333335,9.933341047594013,15.733333333333333,38.03440668597346,144.4406666666667,95.26409458332981,821.6623333333333,485.96449410306775,0.328,0.09907851292857565,94.827,55.57923757402887
Sitamarhi,8.165076923076924,0.31459360231159283,211.63076923076923,68.35696042438941,23.50153846153846,5.528123899312846,21.16,43.24400536490578,19.292153846153845,11.6996457601699,317.4923076923077,100.94446540625121,0.21846153846153848,0.10267105801464287,17.72753846153846,14.145513978684333
Sitapur,7.978863636363637,0.3442740957707048,230.12121212121212,98.88292331697315,23.753030303030304,7.278111484286338,17.341666666666665,24.756555278594124,20.054166666666667,12.641575539650193,428.3340909090909,170.41291090909385,0.3035606060606061,0.0996339297779058,16.565909090909088,9.318821384256296
Solapur,7.675416666666667,0.1626941426664495,841.7916666666666,388.1361234957638,26.9375,1.2710189339403182,20.1875,28.05839117300547,228.31458333333333,84.5471664595602,1137.3458333333333,557.4879417523534,0.205,0.09026530943256397,170.1875,63.93215366104234
Sonbhadra,8.05592,0.24647546498325051,127.58319999999999,40.54084904501042,23.5856,3.549209453094517,9.80408,9.552093175100756,17.2228,3.8703208169099432,195.76,57.986427777986236,0.40013600000000005,0.2626091890881741,13.27488,8.731981134996541
Sonitpur,7.791666666666667,0.5719722885337848,102.76666666666667,50.95847080835959,24.69,3.2505012876000614,59.190000000000005,80.51297834982022,4.6466666666666665,3.030468648556697,160.74333333333334,75.32973806393866,0.14800000000000002,0.05504856789768656,5.800666666666667,3.0260967613735357
South,7.646206896551725,0.324140774015412,749.2758620689655,257.25902685144354,25.45344827586207,6.117830075082685,82.11862068965517,137.9284399017978,144.64793103448275,67.84963024319242,1189.3103448275863,408.2265244276828,0.33448275862068966,0.12396964510074206,118.98517241379311,52.88926968006499
South Garo Hills,7.171190476190477,0.6947545710921423,61.43333333333333,26.15763346745814,27.347619047619045,2.8031548511682947,122.97690476190476,174.1148005433042,5.372857142857143,1.91500020469245,94.10952380952381,39.435398296354286,0.07464285714285714,0.03118459706452298,3.97047619047619,1.799822419940845
South West,7.433333333333334,0.5622573550726868,1254.5833333333333,476.7294750948827,26.150000000000002,2.2142103045391313,21.935000000000002,13.701315464383171,225.22166666666666,76.29336094472718,1991.45,756.6860961996184,0.3933333333333333,0.12970829743791423,181.16166666666666,61.35227014149641
South West Khasi Hills,6.03,1.092916587241069,44.974999999999994,20.200391910389595,26.125,1.4750706197783667,7.5,4.123105625617661,4.3225,2.915697458013548,69.525,31.106416808540754,0.0575,0.035,2.8225,0.672328044930449
Srikakulam,7.626770833333333,0.29859846226440406,188.39552083333334,71.95984710597536,26.077708333333334,3.9244495367715784,11.673958333333333,25.444607513873894,34.28010416666667,13.696439452399506,322.596875,124.7528524750352,0.32,0.11239966285770753,20.4790625,7.971067692879898
Srinagar,7.645583333333334,0.4322615840331081,157.58333333333334,52.80832058728339,13.895833333333334,5.460959927827097,3.0166666666666666,3.781319260541227,10.025333333333332,3.510705340639616,263.8890833333333,86.95603977743302,0.18830833333333336,0.11541505631454521,7.501499999999999,4.336800247481386
Sukma,7.962307692307693,0.30337418716149395,174.6153846153846,285.6727552233903,25.846153846153847,2.115268062057141,59.75384615384615,106.27909496058493,11.05,6.510154888070381,234.10230769230768,359.5604150476394,0.10692307692307691,0.026578379491802293,8.632307692307693,2.619866898165356
Sultanpur,8.234126984126984,0.4019333716275058,314.46031746031747,85.51189794537468,27.3,6.199219513829556,5.781587301587302,5.437688433916776,31.076984126984126,10.86922700087353,483.06349206349205,133.46775290319442,0.36936507936507934,0.17221585307747733,31.205238095238098,15.514415342195084
Sundargarh,7.513338983050847,0.3292052533257964,149.52062711864406,90.76357376368829,24.846847457627117,4.9254279650432915,20.189271186440678,53.763334701370255,25.469966101694915,22.865381793202886,256.225406779661,150.8653595027094,0.557322033898305,0.5726143672711715,13.34193220338983,6.848663012210384
Supaul,7.957272727272726,0.3437774782405832,158.0,39.117611123380215,27.303030303030305,5.9868859209361105,17.46363636363636,23.82055071495276,17.235757575757575,14.187638552253647,245.54545454545453,58.83403081396158,0.3373030303030303,0.11784271425518973,28.55666666666667,42.943293180270494
Surat,8.27142857142857,0.3575497333892028,423.04761904761904,226.9362167165202,21.885714285714286,8.815440208107466,13.178571428571429,19.40094045638856,90.28142857142858,65.86852820327401,680.3523809523809,346.0578756319176,0.35904761904761906,0.10405930588147444,65.82142857142857,46.32782499363763
Tehri Garhwal,7.3426,0.30729770183166083,67.1396,23.96046556394128,16.2,2.4578072191550353,0.23900000000000002,0.36087902885785383,4.3858,1.0689344112293346,124.016,21.738401645991583,0.2688,0.08365722092111891,2.7204,1.266367068041651
Thane,7.386617647058824,0.4758515079248781,112.91176470588235,129.5492455543644,25.955882352941178,3.3387540062590415,9.039852941176472,10.80162100779144,28.136029411764707,52.43805135841509,176.65882352941176,206.89020322296568,0.10816176470588235,0.293596210186108,19.62529411764706,33.435576345920005
Thiruvananthapuram,6.803793103448276,0.3089777360576493,55.702413793103446,61.92386959895493,27.20689655172414,1.7096221459063417,25.86896551724138,36.88947878894736,9.986206896551723,6.019594441603131,69.68586206896552,39.136064434340696,0.4407931034482758,1.018721480908803,6.115172413793103,3.7697135365678975
Tikamgarh,8.144736842105264,0.2560001762217441,187.4561403508772,45.50316714857746,24.69122807017544,5.0510352793742905,17.87719298245614,61.15701985622121,18.32263157894737,6.35529967999593,280.140350877193,71.28224548443504,0.35456140350877197,0.12647797910306358,16.425789473684212,7.577918331613342
Tinsukia,7.9399999999999995,0.5302290610131222,156.34666666666666,79.38221163339759,22.62,2.5895945628611434,21.2,32.09850908865216,2.2333333333333334,1.1567606658662104,233.4,118.49159102171403,0.16466666666666668,0.055403283382158955,11.24,17.97708064651846
Tirunelveli,8.12,,1426.0,,30.0,,6.0,,518.7,,2546.0,,0.44,,360.0,
Tiruvannamalai,8.5228,0.15878496990164603,570.128,86.8804567590817,26.86,1.944650782702815,25.808000000000003,64.12712582571174,135.2292,34.68868270296044,936.24,140.2186625714756,0.8887999999999999,0.386213671430725,95.84,20.803665542399013
Tonk,8.205555555555556,0.2109568149593127,448.8888888888889,265.5439909150857,30.133333333333333,2.4939927826679855,8.035555555555554,12.776252493504414,89.8288888888889,60.63215224706369,713.5999999999999,421.3107878989096,0.29333333333333333,0.11661903789690599,72.09333333333333,48.290069631343464
Tuticorin,7.49125,0.17779564202359044,144.84125,49.859179744944754,29.59375,1.701221098448538,12.8125,8.541351030097923,34.6521875,16.373024773137494,249.80625,83.86417181679033,0.2365625,0.0687965385006936,22.59,8.357741630446009
Udupi,6.742765957446809,0.1373301659071493,27.246808510638296,6.719693673913296,27.310638297872337,1.5268942679366857,7.129787234042554,9.498853818582008,5.048936170212766,1.153043673599787,41.21808510638298,8.798057008398743,0.017829787234042552,0.008470714637826353,2.849787234042553,0.6772915670448065
Ujjain,7.97,0.3484087818142403,499.537037037037,212.4211474533429,25.177777777777777,3.0665367760296194,114.42129629629629,222.05535780178008,82.15055555555556,46.946205521778666,792.75,337.1152586898276,0.2764814814814815,0.10015379508267229,66.02444444444444,37.738401075340626
Umaria,8.065714285714286,0.18401604484909667,241.55714285714288,31.58944217840602,16.428571428571427,3.6903993847614407,13.811428571428573,31.021222535855156,14.1,2.8559761903769436,452.54285714285714,53.033569781879876,0.5957142857142858,0.026992062325273132,25.978571428571428,6.213108262835462
Upper Siang,7.7,0.2828427124746193,167.5,9.192388155425117,21.299999999999997,0.5656854249492398,1.0,1.4142135623730951,3.0,0.0,250.0,14.142135623730951,0.25,0.07071067811865474,6.550000000000001,0.49497474683058373
Upper Subansiri,7.75,0.0707106781186545,108.5,36.062445840513924,21.35,0.0707106781186545,0.0,0.0,1.0,0.0,162.0,53.74011537017761,0.07,0.014142135623730958,3.8499999999999996,0.07071067811865497
Uttara Kannada,7.15625,0.19393727508312236,39.44375,6.180072140895016,26.25,3.1728010758108773,4.38125,8.484434276956831,7.5,1.7678612313565034,59.70625,5.904401606711165,0.0235625,0.01387068251144598,4.894375,1.3784143970519174
Uttarkashi,7.934888888888889,0.4276537116436119,91.0215,30.11249219187257,10.851666666666667,2.934869825708586,46.43977777777778,139.53679989154367,7.662166666666667,7.144303686686185,150.24494444444446,40.99115415539442,0.23450000000000001,0.10905523688818168,5.9959444444444445,5.982792989248718
Vadodara,7.786428571428572,0.1653717091820794,629.1428571428571,87.61178103328443,25.37142857142857,3.6444749693471374,5.342142857142858,3.131097567630555,128.08857142857144,26.65252935237331,979.0642857142857,131.95669223792183,0.6314285714285715,0.06561626707985231,123.14428571428572,21.395929057177685
Vaishali,8.243513513513513,0.3497714826713153,162.1891891891892,27.574986489205767,21.197297297297297,5.331639652244078,22.302702702702703,26.565458844213545,13.102162162162161,7.3755098261201715,254.56756756756758,45.03118705750282,0.15135135135135136,0.04911223892281854,13.903513513513513,13.18399139028007
Valsad,8.301176470588235,0.26450147336407215,134.11764705882354,8.957415593665786,27.88235294117647,1.9326909006996071,2.0588235294117645,1.4818522292765108,15.974117647058824,1.9103306612453554,219.62941176470588,12.567207561043654,0.14941176470588236,0.025853091748206387,12.073529411764707,1.5861901729319479
Varanasi,8.217486338797814,0.4213755843117924,311.5191256830601,85.10516064529892,26.577049180327872,4.91568671298379,6.8732240437158465,4.623066152169014,51.40360655737705,21.287334987670945,478.0425136612022,137.10931304370655,0.29521311475409834,0.13462313470754853,40.05590163934426,20.323519264855527
Vidisha,8.037142857142857,0.19279489134795583,252.875,55.91846743250391,24.446428571428573,4.467741519572757,37.660714285714285,77.56059842839937,25.695357142857144,7.284463408025132,380.9107142857143,83.14899590181784,0.2766071428571429,0.09173631749777153,26.19589285714286,8.03792460250682
Wardha,8.38923076923077,0.22856295771849308,242.74615384615385,43.931321692398754,21.846153846153847,5.63983087580579,4.482307692307692,3.5601314438424736,26.504615384615384,5.569795949860006,448.7230769230769,80.86844413249374,0.33076923076923076,0.04212314060417354,27.83923076923077,4.7540517132555165
Wayanad,7.454888888888889,0.37418148707333815,62.00377777777778,23.037156922050652,24.843333333333334,1.5153929293543236,34.33833333333333,54.34989412660373,9.223333333333333,4.0015179703977,96.33788888888888,28.627336526766328,0.18733333333333332,0.21798376395574653,6.833666666666667,3.4818329313448912
West Jaintia Hills,5.985925925925926,1.4371640323360646,58.31111111111112,44.14932121904666,27.07037037037037,2.7160229429775855,38.84074074074074,60.124292410736416,5.403703703703704,1.532863454574598,88.68888888888888,65.33012223924636,0.0592962962962963,0.09682808509248782,2.081111111111111,1.8254068742092149
West Kameng,7.5,,59.0,,20.6,,0.0,,1.0,,88.0,,0.3,,3.8,
West Siang,7.470000000000001,0.2263232692902396,82.92,31.496447771490402,24.57,3.0517936438174256,30.7,28.7172035159724,2.06,0.8435375246872872,123.7,46.804676879322415,0.128,0.07269418439218123,3.0,1.3711309200802089
Yadgir,8.182,0.1040741493908485,552.6,173.36246092260822,25.333333333333332,1.3451854182690979,8.666666666666666,4.745925570824887,83.67800000000001,24.753257563399607,801.5466666666667,205.1703747295566,0.43,0.1593289499297422,60.89066666666667,27.684855443949512
Yavatmal,8.380588235294118,0.19063940398810808,285.0176470588235,84.30215919012781,23.205882352941178,4.575952167067978,7.2311764705882355,2.8009839395133564,32.614117647058826,10.581923300387984,495.7117647058824,76.35611372340252,0.4294117647058823,0.12028458900848926,26.421176470588236,7.218287437433602
